X0,X1,X2,X3,X4,X5,y
-0.6656,1.0257,3.9746,-4.7276,-4.4396,0.949,0
1.2124,-0.6604,-1.9574,-3.9962,-4.5387,0.2025,2
4.8952,-2.7111,-0.36,-2.9377,-4.3739,-5.0055,2
3.6424,-1.8784,1.6216,-6.5274,-4.1978,0.3304,2
-0.0121,0.383,4.1169,4.4446,5.1328,-1.8136,1
3.4592,-0.4626,-3.3333,1.9791,-2.2488,1.9841,2
-0.1812,2.9805,1.1643,-6.4722,0.7856,1.8292,0
-5.1526,3.6561,-3.5049,-1.5425,3.3607,2.1193,0
-3.82,-2.946,-1.6421,-4.455,-3.4212,5.9475,2
-2.4349,-0.572,0.423,-2.2513,0.1184,-0.9012,0
-2.6295,0.7348,-0.0455,-0.7516,1.477,3.5668,0
1.109,2.135,3.3389,-4.0819,-1.6026,-1.9812,1
1.0515,-3.5928,-3.835,-0.3418,-0.88,-0.7552,2
-2.6735,-2.187,-0.4166,-5.4015,1.3227,-0.7633,2
-2.1537,0.3136,3.9513,-1.8446,-1.8385,-8.4064,3
-0.3858,-7.9054,-1.4888,4.3382,0.3905,0.5634,1
-1.0904,0.7168,-3.9166,-3.8655,-1.1866,0.7604,1
1.4736,-1.2325,-1.6862,-5.6786,1.3471,1.0087,0
1.1784,0.8279,-0.2782,-0.6635,2.3709,-3.5941,1
0.6466,-5.2972,0.7631,-8.2656,-3.3873,-1.202,2
0.5184,-9.5094,0.3957,-7.0629,2.7793,2.2332,2
5.4285,-2.9731,-6.7051,1.631,-1.4793,3.1779,2
2.3593,2.1119,-1.8715,-1.4943,1.8457,0.7857,1
-4.2539,0.9002,5.55,1.8518,-3.6983,2.786,0
0.1095,2.4207,0.6708,-1.1315,1.6334,-1.7898,1
-4.6745,-0.457,3.3651,-6.1984,0.0481,-0.1073,0
-2.9446,-3.5302,-2.603,-1.2324,0.7947,-1.5673,0
-1.4463,0.9513,4.8581,-5.6908,-1.4231,-9.0006,3
-4.297,2.5466,-2.5002,2.5789,1.4755,4.368,1
5.2416,-2.4187,-0.2812,0.6014,-0.3781,1.7779,2
0.9094,1.0265,-3.7623,2.1731,0.1571,1.6164,1
-4.1782,0.6908,4.961,-1.6749,-0.2917,4.939,0
-1.9733,1.1764,-0.7953,-3.7268,3.2315,1.119,0
7.1731,3.3293,4.6881,-0.1119,-3.5505,-2.2866,3
-0.5365,0.6085,1.7094,1.1028,3.3759,-4.7974,1
-0.1747,-3.1453,-0.8778,-2.5635,2.2491,3.6509,0
0.0599,4.8679,3.8329,1.3219,-2.8501,-2.7094,1
4.047,-4.1108,-1.3505,-0.5979,7.266,-1.2945,1
1.9704,-4.1376,-4.2683,-2.2525,-2.6893,-3.1979,2
0.7335,-1.4489,1.8688,-3.0136,-3.7015,-3.053,3
-0.5936,2.6095,3.5585,2.0515,-2.4399,-5.8936,3
-0.1796,0.8981,4.3984,0.6735,0.2689,3.3342,0
-2.2024,-0.9857,-0.8826,1.3014,4.2207,5.5838,0
-2.5235,1.5827,1.5657,-3.3838,-2.313,-1.8414,3
-0.206,-2.2382,0.8238,-1.5895,4.2921,4.9883,0
-1.1211,5.6018,1.0266,-4.8747,-2.6172,-1.3964,0
4.0247,1.398,3.3536,-1.15,-5.2603,0.1564,3
-3.5604,0.1326,3.5813,-3.3557,-0.4562,5.2373,0
0.8195,1.2234,0.2203,-2.0204,2.1183,-2.1354,3
-0.5618,-1.4768,2.3691,-2.0176,-0.4584,-6.3773,3
-2.7108,1.5563,0.8733,-1.7831,0.6775,5.16,0
4.1511,-2.249,0.8935,-2.8066,-0.4495,1.3168,3
0.5997,-2.8512,-3.0153,-4.3891,1.8088,1.6297,2
-0.4434,4.2466,-0.3398,-0.5919,5.0218,-2.5075,1
-0.14,0.6797,-1.147,-0.612,1.0679,0.342,1
-1.9671,0.1963,-1.2464,-3.9826,0.4136,-0.9003,0
-0.2557,0.9935,5.7783,-0.9336,0.5307,-5.0455,3
0.7676,0.2707,2.856,3.1857,-2.5764,3.2463,1
-1.3923,3.3309,-4.3282,-0.6253,-0.082,1.6303,1
2.4559,-0.3518,-1.3335,0.0877,-1.2844,-1.551,0
0.4327,1.5979,1.52,-0.6352,-1.4394,5.1765,1
-0.2545,2.7488,1.2862,-2.3554,-3.2773,3.7507,1
0.0456,4.1369,1.3275,-2.8866,0.3758,-1.1814,0
2.5011,-4.3854,2.0331,-2.7163,4.1888,-0.4067,2
-3.6252,-0.0096,5.2945,-1.7097,0.5907,1.436,0
-0.2914,-1.4372,-2.0455,1.3068,0.0142,0.9858,1
-4.0357,-1.673,-4.2293,-0.5861,1.6511,2.3391,1
4.7363,-2.8863,-0.7922,-4.0107,2.2115,1.2005,2
-3.4912,-0.5427,3.4853,-3.5937,0.112,3.6708,0
-0.2117,4.1077,3.0661,-0.9572,-8.6772,-2.1275,3
-1.8488,-2.1478,1.3812,-2.4903,-4.6328,-4.2223,2
1.5272,1.4417,4.0975,-1.6136,-3.2191,-4.3758,1
3.0362,0.3517,-0.6296,-3.9821,1.1028,-1.6172,2
-1.5029,-2.5013,2.0815,-5.5993,0.6998,0.2722,0
0.2719,-2.0699,-4.2839,2.8817,1.42,-2.1092,1
-1.7219,-1.7233,7.2362,-0.1929,0.7151,-3.0774,3
4.5723,-2.9153,1.718,-5.3816,0.5115,-4.957,2
2.2287,5.1814,0.4133,4.8456,-0.3443,-3.1733,3
-0.3077,-1.8361,-1.2832,-1.3587,-1.6169,-2.9117,2
-3.628,-5.2878,0.2825,-1.2715,-2.0318,-0.406,0
-3.4657,2.8242,6.2133,-1.8109,-1.4653,-2.1853,3
1.3564,0.2448,7.9555,1.1639,-0.2601,1.4516,3
-3.6223,-0.474,-4.7075,0.6964,2.4196,2.7586,0
-1.4499,-0.8645,-1.7782,-2.2098,0.512,-1.9372,1
-1.392,-1.5203,1.9636,0.0451,-0.0078,-3.6172,3
-7.5584,-2.4979,0.788,-3.6216,-2.7924,-0.6248,0
-3.1561,0.2281,0.8861,-2.3632,-4.2206,-2.6469,3
-3.6063,-4.1175,-1.803,-4.603,1.8676,6.4322,0
-5.4276,-2.0811,2.5067,-5.5606,0.3664,4.7078,0
0.0664,0.3004,6.5267,1.6855,0.3664,-0.9027,3
0.0767,4.9111,-1.2957,-3.9631,0.7592,0.8305,0
-6.3647,-2.2779,-0.1428,-7.7116,-2.1007,0.0715,0
3.7302,-0.129,2.127,-2.5621,2.7522,0.8522,2
3.0791,-4.4129,-0.7426,-0.0727,1.4509,-4.2031,3
1.8291,-5.4323,1.4583,2.7081,-0.9093,-5.0958,3
-4.5873,5.9752,-3.702,-1.0977,-3.054,-5.2278,0
1.4466,-1.4472,4.7867,1.8894,1.231,-3.0546,3
-0.1282,0.4377,6.4881,-0.8411,4.7651,-4.6756,1
-4.4845,-0.0014,2.7491,-6.5875,2.7243,-0.3468,3
1.5576,0.325,4.3809,-4.8364,-0.0365,2.3617,0
6.0681,-2.6875,-1.5166,-4.903,2.9144,-2.8675,2
-2.6061,-0.2904,-2.4097,-6.2571,1.188,-0.5312,2
0.3194,6.5912,1.734,3.8154,-2.1448,0.0006,1
-4.2325,2.1187,1.3187,-0.1448,1.9305,1.2548,1
-1.7439,2.9002,1.319,-4.6743,-2.4406,-0.3605,0
1.9015,1.2001,-1.7572,-0.5733,-2.2941,-0.4895,1
1.4063,-4.6583,1.5504,-5.7429,0.3578,-2.4314,2
2.8775,1.84,8.6464,-2.6923,-0.0772,-4.5345,3
1.2416,-2.5345,-1.5436,-1.279,2.5175,-0.4515,2
2.1473,-6.1218,4.0341,-4.1484,2.5992,2.6585,1
-3.3649,-2.7994,3.35,-2.1611,-2.1474,-0.8525,2
1.6367,-1.2932,2.5326,-4.6303,-1.2747,0.6952,2
3.4754,-1.6252,1.8147,-0.2943,0.8472,-1.2177,3
1.8927,0.7309,5.2468,2.0203,-1.9992,-5.0766,3
-1.8234,-3.4604,3.0849,-4.8431,1.9716,-0.3964,0
-0.4726,-4.7883,-0.8031,-5.113,-2.9219,-2.6189,2
2.968,0.612,2.9699,-6.017,-1.5357,2.6558,2
0.037,-2.2225,3.3218,1.5743,0.8853,-3.4873,3
-0.8169,0.1796,5.0575,-4.0848,-4.81,-1.5895,3
3.8497,-4.2565,1.0064,-1.1828,-2.3205,-2.1869,2
-1.044,3.2958,-0.4393,-4.4312,0.6043,6.9747,0
-2.4844,-2.835,-0.6215,-5.2558,1.5949,-1.6377,0
3.4958,-6.941,-1.434,-2.5422,-0.3376,-5.934,3
0.7483,-2.8277,-4.8092,-0.1966,-0.6119,0.5633,2
-1.7637,-3.5085,1.4901,-2.7158,-2.8136,-2.204,2
0.0638,2.9855,3.2147,-0.6143,1.7532,5.9968,0
-4.3702,2.3198,3.3603,-5.5533,-4.3874,-3.0018,3
-3.2881,0.6097,-0.4525,-2.9844,1.0765,4.6755,0
-2.3043,0.6731,5.818,-2.8652,-5.7761,-5.9257,3
0.7322,-2.2459,4.6768,-3.6718,-5.4867,-3.3307,3
2.0903,-2.9071,-0.6953,-0.4899,-1.4694,2.8261,2
0.2822,2.4326,-1.4719,2.9717,-1.0342,0.9473,1
-0.345,-2.8794,3.2671,-2.6984,1.139,-5.2672,3
-2.6077,-2.1256,2.6896,1.2241,0.6394,0.7891,1
1.3394,-1.3265,6.454,2.1229,-6.3366,-3.2102,3
4.0298,-0.3565,3.6018,-6.7151,1.2984,-3.7263,3
0.7037,1.5204,5.3247,-3.9569,-0.3899,-2.7325,3
-1.0684,4.2515,2.1222,-0.7698,7.5915,1.8622,1
-3.1499,1.4635,-1.5605,0.0551,-0.7284,-4.5759,3
4.9642,-0.8352,-0.0224,8.1385,4.248,0.6565,1
3.4446,-1.8608,3.8945,-3.2453,-1.373,-5.9095,3
1.1333,2.325,-0.4163,-0.5212,-0.535,-5.2151,3
-0.4532,3.6775,0.1828,-1.3846,3.4288,3.9558,1
0.2402,2.0773,4.7243,-4.2124,0.1518,-2.6373,3
5.1781,1.1906,10.3978,1.9654,-0.1927,-6.594,3
0.1242,-1.2468,-0.6412,4.1032,-1.1463,-7.7584,3
-2.9977,1.1922,-1.5404,2.4987,-2.3007,6.2242,0
-0.8435,6.994,-7.0202,2.0905,5.7597,0.3838,1
-3.5071,-2.2028,-3.238,-1.031,-3.218,2.4644,1
-0.7247,-1.7818,-1.7283,-6.1317,0.7467,3.9136,0
-3.3287,5.0736,-1.3925,-4.499,0.2201,-0.9405,0
-0.4305,-3.3823,-1.4686,0.751,1.2538,3.556,0
-0.2563,-0.1284,-0.5636,-5.381,4.0092,-0.6602,2
2.3995,-0.9392,-0.6853,-0.0259,3.3431,4.3377,0
0.9803,-1.5032,6.9872,-1.8689,2.5452,-4.291,0
-4.9045,-1.3877,-3.5799,-3.1331,2.4013,1.4987,0
4.8584,3.7602,-2.4222,-3.7822,1.1182,-3.496,2
-4.6077,-0.8997,2.1131,-0.4981,2.3657,0.4439,1
-0.716,-3.9271,-1.5659,0.8953,2.7798,-3.3186,1
-0.1189,-0.5534,1.1395,-7.8485,-4.4008,2.0075,3
